Cocktail Name,MidJourney Prompt
Shot-gun,"Flat lay, vintage speakeasy style. High-quality photo of a Shot-gun, served in a cocktail glass, featuring Fruité notes. Made with Jim Beam, Jack Daniels, Wild Turkey. Instructions: Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Aviation,"Flat lay, vintage speakeasy style. High-quality photo of a Aviation, served in a cocktail glass, featuring Fruité, sucré, sucré notes. Made with Gin, lemon juice, maraschino liqueur. Instructions: Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Thriller,"Flat lay, vintage speakeasy style. High-quality photo of a Thriller, served in a cocktail glass, featuring Fruité, sucré notes. Made with Scotch, Wine, Orange juice. Instructions: In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Jam Donut,"Flat lay, vintage speakeasy style. High-quality photo of a Jam Donut, served in a cocktail glass, featuring Crémeux, sucré, sucré notes. Made with Baileys irish cream, Chambord raspberry liqueur, Sugar syrup, Sugar. Instructions: Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Manhattan,"Flat lay, vintage speakeasy style. High-quality photo of a Manhattan, served in a cocktail glass, featuring Amer, sucré notes. Made with Sweet Vermouth, Bourbon, Angostura bitters, Ice, Maraschino cherry, Orange peel. Instructions: Stirred over ice, strained into a chilled glass, garnished, and served up.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Salty Dog,"Flat lay, vintage speakeasy style. High-quality photo of a Salty Dog, served in a cocktail glass, featuring Fruité, sucré, salé notes. Made with Grapefruit juice, Gin, Salt. Instructions: Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.). Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Artillery,"Flat lay, vintage speakeasy style. High-quality photo of a Artillery, served in a cocktail glass, featuring Amer, sucré notes. Made with Sweet Vermouth, Gin, Bitters. Instructions: Stir all ingredients with ice, strain into a cocktail glass, and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Jitterbug,"Flat lay, vintage speakeasy style. High-quality photo of a Jitterbug, served in a cocktail glass, featuring Acide, sucré, sucré notes. Made with Gin, Vodka, Grenadine, Lime juice, Sugar, Sugar syrup, Soda water. Instructions: Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Zorbatini,"Flat lay, vintage speakeasy style. High-quality photo of a Zorbatini, served in a cocktail glass, featuring Fruité notes. Made with Vodka, Ouzo. Instructions: Prepare like a Martini. Garnish with a green olive.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Afterglow,"Flat lay, vintage speakeasy style. High-quality photo of a Afterglow, served in a cocktail glass, featuring Fruité, sucré, sucré notes. Made with Grenadine, Orange juice, Pineapple juice. Instructions: Mix. Serve over ice.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Rum Toddy,"Flat lay, vintage speakeasy style. High-quality photo of a Rum Toddy, served in a cocktail glass, featuring Fruité, sucré notes. Made with Rum, Powdered sugar, Lemon peel, Water. Instructions: Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Tia-Maria,"Flat lay, vintage speakeasy style. High-quality photo of a Tia-Maria, served in a cocktail glass, featuring Fruité, sucré notes. Made with Water, Brown sugar, Coffee, Rum, Vanilla extract. Instructions: Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Smut,"Flat lay, vintage speakeasy style. High-quality photo of a Smut, served in a cocktail glass, featuring Fruité, sucré notes. Made with Red wine, Peach schnapps, Pepsi Cola, Orange juice. Instructions: Throw it all together and serve real cold.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Bijou,"Flat lay, vintage speakeasy style. High-quality photo of a Bijou, served in a cocktail glass, featuring Amer, sucré notes. Made with Orange Bitters, Green Chartreuse, Gin, Sweet Vermouth. Instructions: Stir in mixing glass with ice and strain
. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Quentin,"Flat lay, vintage speakeasy style. High-quality photo of a Quentin, served in a cocktail glass, featuring Fruité, épicé, épicé notes. Made with Dark rum, Kahlua, Light cream, Nutmeg. Instructions: In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Vesuvio,"Flat lay, vintage speakeasy style. High-quality photo of a Vesuvio, served in a cocktail glass, featuring Amer, sucré notes. Made with Light rum, Sweet Vermouth, Lemon, Powdered sugar, Egg white. Instructions: Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Daiquiri,"Flat lay, vintage speakeasy style. High-quality photo of a Daiquiri, served in a coupette glass, featuring Acide, sucré notes. Made with Light rum, Lime, Powdered sugar. Instructions: Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Gin Sour,"Flat lay, vintage speakeasy style. High-quality photo of a Gin Sour, served in a sour glass, featuring Fruité, sucré notes. Made with Gin, Lemon juice, Sugar, Orange, Maraschino cherry. Instructions: In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Rum Sour,"Flat lay, vintage speakeasy style. High-quality photo of a Rum Sour, served in a cocktail glass, featuring Fruité, sucré notes. Made with Light rum, Lemon juice, Sugar, Orange, Maraschino cherry. Instructions: In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Bluebird,"Flat lay, vintage speakeasy style. High-quality photo of a Bluebird, served in a cocktail glass, featuring Fruité notes. Made with Gin, Triple sec, Blue Curacao, Bitters, Maraschino cherry, Lemon peel. Instructions: In a mixing glass half-filled with crushed ice, combine the gin, triple sec, Curacao, and bitters. Stir well. Strain into a cocktail glass and garnish with the lemon twist and the cherry.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
501 Blue,"Flat lay, vintage speakeasy style. High-quality photo of a 501 Blue, served in a cocktail glass, featuring Fruité notes. Made with Blue Curacao, Blueberry schnapps, Vodka, Sour mix, 7-Up. Instructions: Mix equal amounts into a glass with ice.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Acapulco,"Flat lay, vintage speakeasy style. High-quality photo of a Acapulco, served in a cocktail glass, featuring Acide, sucré notes. Made with Light rum, Triple sec, Lime juice, Sugar, Egg white, Mint. Instructions: Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Shot-gun,"Flat lay, vintage speakeasy style. High-quality photo of a Shot-gun, served in a cocktail glass, featuring Fruité notes. Made with Jim Beam, Jack Daniels, Wild Turkey. Instructions: Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Buccaneer,"Flat lay, vintage speakeasy style. High-quality photo of a Buccaneer, served in a cocktail glass, featuring Fruité notes. Made with Corona, Bacardi Limon. Instructions: Pour the corona into an 18oz beer glass pour the bacardi limon into the beer stir very gently. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Rum Punch,"Flat lay, vintage speakeasy style. High-quality photo of a Rum Punch, served in a cocktail glass, featuring Fruité, épicé, sucré, épicé notes. Made with Rum, Ginger ale, Fruit punch, Orange juice, Ice. Instructions: Mix all ingredients in a punch bowl and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Algonquin,"Flat lay, vintage speakeasy style. High-quality photo of a Algonquin, served in a cocktail glass, featuring Amer, sucré notes. Made with Blended whiskey, Dry Vermouth, Pineapple juice. Instructions: Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Rum Toddy,"Flat lay, vintage speakeasy style. High-quality photo of a Rum Toddy, served in a cocktail glass, featuring Fruité, sucré notes. Made with Rum, Powdered sugar, Lemon peel, Water. Instructions: Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Autodafé,"Flat lay, vintage speakeasy style. High-quality photo of a Autodafé, served in a cocktail glass, featuring Acide, sucré notes. Made with Vodka, Lime juice, Soda water. Instructions: Mix and fill up with soda water. Drunk by finns on a sunny day any time of the year and day.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Lunch Box,"Flat lay, vintage speakeasy style. High-quality photo of a Lunch Box, served in a cocktail glass, featuring Fruité, sucré notes. Made with Beer, Amaretto, Orange juice. Instructions: Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
